Artista,Seguidores,Tipo,Fecha y Hora,KPI,Likes,Comentarios,Caption,Palabras en Caption,Número de hashtags,Hashtags
Los Tigres del Norte,2000000,Video,2024-09-11 20:22:49-06:00,0.0019785,3957,111,"¡Bogotá! nos vemos en el Movistar Arena a partir de mañana, el viernes y sábado para cantarles todas sus canciones en estas tres noches que prometen ser inolvidables. 🤩⭐️ ¿Qué día los vamos a ver?😍♥️",35,0,[]
Los Tigres del Norte,2000000,Video,2024-09-11 18:01:28-06:00,0.0018675,3735,33,"Este domingo llegaremos a Chiapas para celebrar las fiestas patrias a lo grande 🤠🇲🇽 ¿Quiénes van a dar el grito de independencia con nosotros?
Evento gratuito 🎟️",27,0,[]
Los Tigres del Norte,2000000,Video,2024-09-11 15:49:18-06:00,0.003051,6102,83,"¡Gracias a todos los medios que nos entrevistaron! Su apoyo significa mucho para nosotros y nos ayuda a seguir creciendo. 🙌✨🫶
¡Bogotá, los esperamos a partir de mañana para estas tres fechas inolvidables! 🇨🇴❤️ #LTDN #ActitudTigres #AquíMandoYo",37,3,"['#LTDN', '#ActitudTigres', '#AquíMandoYo']"
Grupo Intocable,713000,Foto,2024-08-15 14:57:32-06:00,0.008032258064516129,5727,229,"30 Aniversario Tour 2024

www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #tour#mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",21,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Foto,2024-09-18 11:12:48-06:00,0.0014726507713884993,1050,9,"Spartanburg, South Carolina 💥

🗓 Fecha: Viernes 20 de Septiembre 

📍 Lugar: Spartanburg Memorial Auditorium

🎟 www.ticketmaster.com

30 aniversario Tour 2024
www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",39,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Foto,2024-09-18 18:46:05-06:00,0.0013828892005610099,986,10,"Atlanta, Georgia 🎶

🗓 Fecha: Sábado 21 de Septiembre

📍 Lugar: Cobb Energy Performing Arts Centre

🎟 www.ticketmaster.com

30 aniversario Tour 2024
www.grupointocable.com

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal

#intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔷",40,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Video,2024-09-19 11:53:26-06:00,0.002126227208976157,1516,29,"Throwback Thursday/Jueves Del Recuerdo: Basto 

30 aniversario Tour 2024
www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #basto #throwback 🔹",19,4,"['#intocable', '#30aniversario', '#basto', '#throwback']"
Grupo Intocable,713000,Foto,2024-09-18 16:26:34-06:00,0.0021514726507713884,1534,20,Felicidades @grupointocable por su nominación al @latingrammys 👏,8,0,[]
Grupo Intocable,713000,Video,2024-09-17 19:21:32-06:00,0.005370266479663394,3829,25,"Lo que se vivió en Saltillo ❤️ Aquí te dejamos las próximas fechas de nuestras presentaciones en Septiembre 🔥🎶

20 SEPTIEMBRE - SPARTANBURG, SC.
21 SEPTIEMBRE - ATLANTA, GA.
25 SEPTIEMBRE - DES MOINES, IA.
26 SEPTIEMBRE - WICHITA, KS.
27 SEPTIEMBRE - DENVER, CO.
28 SEPTIEMBRE - SALT LAKE CITY, UT.

www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",70,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Foto,2024-09-17 16:27:21-06:00,0.0016185133239831697,1154,7,¡Llega una de las agrupaciones más importantes del regional mexicano! 🤠 Mañana tendremos como invitados especiales a los integrantes de #Intocable para ponernos a cantar. 🥹✨,26,1,['#Intocable']
Grupo Intocable,713000,Foto,2024-09-17 15:29:44-06:00,0.004955119214586255,3533,83,"¡Nominados al Latin Grammy! Gracias a nuestros fans, familia y a todos los que creen en nuestra música. Este logro es de ustedes también ❤️🙏🏽

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #modusoperandi #LatinGrammy",33,4,"['#intocable', '#30aniversario', '#modusoperandi', '#LatinGrammy']"
Grupo Intocable,713000,Foto,2024-09-16 01:00:50-06:00,0.006049088359046283,4313,18,"¡Viva México! 🇲🇽🎉 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable  #vivamexico  #independenciademexico  #orgullomexicano  #fiestaspatrias",12,5,"['#intocable', '#vivamexico', '#independenciademexico', '#orgullomexicano', '#fiestaspatrias']"
Grupo Intocable,713000,Foto,2024-09-14 23:00:37-06:00,0.009865357643758765,7034,203,"Happy Birthday/Feliz Cumpleaños 
Ricardo Muñoz 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #acordeon #happybirthday #felizcumpleaños",14,5,"['#intocable', '#30aniversario', '#acordeon', '#happybirthday', '#felizcumpleaños']"
Grupo Intocable,713000,Video,2024-09-14 13:26:55-06:00,0.0050575035063113605,3606,23,"¡Tampico, Tamaulipas! 🙏🏽 ¡Qué energía y qué público tan entregado! No hay palabras para describir lo especial que fue verlos cantar con nosotros y disfrutar tanto. Gracias de corazón por hacer de esta noche inolvidable. ❤️

30 aniversario Tour 2024
www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #tampico #tamaulipas #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable",59,14,"['#intocable', '#tampico', '#tamaulipas', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Carrusel,2024-09-14 07:43:53-06:00,0.004842917251051893,3453,29,"¡Tampico, Tamaulipas! 🙏🏽 ¡Qué energía y qué público tan entregado! No hay palabras para describir lo especial que fue verlos cantar con nosotros y disfrutar tanto. Gracias de corazón por hacer de esta noche inolvidable. ❤️

30 aniversario Tour 2024
www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #tampico #tamaulipas #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable",59,14,"['#intocable', '#tampico', '#tamaulipas', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Video,2024-09-12 20:29:17-06:00,0.003468443197755961,2473,21,"Después de un gran ensayo, ¡Seguimos con la gira! 🎶

30 aniversario Tour 2024

13 SEPTIEMBRE - TAMPICO, TAM.
15 SEPTIEMBRE - SALTILLO, COAH.
20 SEPTIEMBRE - SPARTANBURG, SC.
21 SEPTIEMBRE - ATLANTA, GA.
25 SEPTIEMBRE - DES MOINES, IA.
26 SEPTIEMBRE - WICHITA, KS.
27 SEPTIEMBRE - DENVER, CO.
28 SEPTIEMBRE - SALT LAKE CITY, UT.

www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",75,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Video,2024-09-12 13:29:38-06:00,0.005605890603085554,3997,101,"Throwback Thursday/Jueves Del Recuerdo: Sueña 

30 aniversario Tour 2024
www.grupointocable.com 

#intocable #30aniversario #throwback 🔹",14,3,"['#intocable', '#30aniversario', '#throwback']"
Grupo Intocable,713000,Foto,2024-09-11 23:00:56-06:00,0.002364656381486676,1686,51,"Happy Birthday/Feliz Cumpleaños 
Alejandro “Alex” Gulmar 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #bajoquinto #bajosexto  #happybirthday #felizcumpleaños",16,6,"['#intocable', '#30aniversario', '#bajoquinto', '#bajosexto', '#happybirthday', '#felizcumpleaños']"
Grupo Intocable,713000,Foto,2024-09-11 19:11:41-06:00,0.004008415147265077,2858,31,"13 SEPTIEMBRE - TAMPICO, TAM.
15 SEPTIEMBRE - SALTILLO, COAH.
20 SEPTIEMBRE - SPARTANBURG, SC.
21 SEPTIEMBRE - ATLANTA, GA.
25 SEPTIEMBRE - DES MOINES, IA.
26 SEPTIEMBRE - WICHITA, KS.
27 SEPTIEMBRE - DENVER, CO.
28 SEPTIEMBRE - SALT LAKE CITY, UT.

www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",61,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Carrusel,2024-09-10 10:09:32-06:00,0.008370266479663394,5968,30,"30 aniversario Tour 2024

13 SEPTIEMBRE - TAMPICO, TAM.
15 SEPTIEMBRE - SALTILLO, COAH.
20 SEPTIEMBRE - SPARTANBURG, SC.
21 SEPTIEMBRE - ATLANTA, GA.
25 SEPTIEMBRE - DES MOINES, IA.
26 SEPTIEMBRE - WICHITA, KS.
27 SEPTIEMBRE - DENVER, CO.
28 SEPTIEMBRE - SALT LAKE CITY, UT.

www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",65,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Video,2024-09-05 09:22:30-06:00,0.005831697054698457,4158,195,"Throwback Thursday/Jueves Del Recuerdo Top 3: Comenta tus tres Favoritas 💥

30 aniversario Tour 2024
www.grupointocable.com 

#intocable #30aniversario #throwback #top3 #tour #mexico #usa #parati #tour2024 #latinmusic #acordeón #gabbanelli #drums #bajoquinto #bass #bajosexto #congas #soundcheck #musica #viral #parati #concierto #envivo #gracias #grupointocable 🔹",42,25,"['#intocable', '#30aniversario', '#throwback', '#top3', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#acordeón', '#gabbanelli', '#drums', '#bajoquinto', '#bass', '#bajosexto', '#congas', '#soundcheck', '#musica', '#viral', '#parati', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Grupo Intocable,713000,Carrusel,2024-09-04 10:33:53-06:00,0.004732117812061711,3374,14,"30 aniversario Tour 2024

13 SEPTIEMBRE - TAMPICO, TAM.
15 SEPTIEMBRE - SALTILLO, COAH.
20 SEPTIEMBRE - SPARTANBURG, SC.
21 SEPTIEMBRE - ATLANTA, GA.
25 SEPTIEMBRE - DES MOINES, IA.
26 SEPTIEMBRE - WICHITA, KS.
27 SEPTIEMBRE - DENVER, CO.
28 SEPTIEMBRE - SALT LAKE CITY, UT.

www.grupointocable.com 

@mr.ricardomunoz @elgrande72 
@soychechoserna @alexcannibal 

#intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",65,12,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']"
Los Tucanes de Tijuana,1000000,Foto,2024-08-22 19:27:30-06:00,0.006483,6483,25,"🚨AVISO🚨se une a @enigmanorteno a FIESTAS PATRIAS 2024🇲🇽‼️ VIERNES 20 DE SEPTIEMBRE ‼️ evento para todas las edades‼️ juntos por primera vez  #envivo 
✅ @lostucanesdetijuana 
✅ @petrolerosdb 
✅ @titotorbellinojr_1 
✅ @tonyaguirreoficial 
LOS PRIMEROS 1000 BOLETOS $62.00!! #boletos solo en www.AdixionMusic.com y en: 
-Tacos los rancheros(51st y federal) 
-El piteado(Greeley)
-Envíos Jenny(Aurora)
-Botas Mexico(Thornton)
-Joyería 0720(denver)
-Ok boots (denver) 
-El centenario(denver)
-joyería alondra ( commerce city)
-salas fashion (boulder) 
-paleteria la Michoacána (longmont)!! mas informacion: 720-485-8182‼️",75,2,"['#envivo', '#boletos']"
Los Tucanes de Tijuana,1000000,Foto,2024-09-13 13:18:22-06:00,0.002649,2649,19,"¡Ritmo y sabor! Los Tucanes De Tijuana are back for Hispanic Heritage Weekend 🎶

Purchase your Theme Game package for this postgame concert: atmlb.com/489JEMz",24,0,[]
Los Tucanes de Tijuana,1000000,Foto,2024-08-25 16:28:28-06:00,0.002755,2755,18,"Los papás de los pollitos se hacen presentes en el mejor Palenque de México 🤠

@lostucanesdetijuana 

🗓️Domingo 1 de Diciembre 

Adquiere tus boletos a partir del jueves 29 de Agosto en Hotel San Marcos 🎫",35,0,[]
Los Tucanes de Tijuana,1000000,Video,2024-09-18 23:16:21-06:00,0.000615,615,6,"Si ya saben cómo soy 😅
•
•
•
#bailes #baileschingones #bailando #cumbias #norteñas #plebe #amor #explore #explorepage #viral #seguidores #rancho #viral #viraltiktok #fy #fypシ #bachata #norteñasperronas #dancing #dancechallenge #foryou",30,21,"['#bailes', '#baileschingones', '#bailando', '#cumbias', '#norteñas', '#plebe', '#amor', '#explore', '#explorepage', '#viral', '#seguidores', '#rancho', '#viral', '#viraltiktok', '#fy', '#fypシ', '#bachata', '#norteñasperronas', '#dancing', '#dancechallenge', '#foryou']"
Los Tucanes de Tijuana,1000000,Foto,2024-09-18 21:06:27-06:00,0.000904,904,12,"Alista tus mejores pasos de baile porque Los Tucanes De Tijuana llegan el próximo 8 de febrero a la #ArenaCDMX 💃🏼🕺🏼

🎟 Adquiere ya tus boletos en la preventa Banco Azteca este 18, 19 y 20 de septiembre en @superboletosmx: https://www.superboletos.com/landing-evento/PCPEpBvl-421ChoutQEiBA",41,1,['#ArenaCDMX']
Los Tucanes de Tijuana,1000000,Foto,2024-09-18 10:13:04-06:00,0.000765,765,7,"Los Tucanes de Tijuana @lostucanesdetijuana

#LosTucanesDeTijuana
#HohnerAnalceto",7,2,"['#LosTucanesDeTijuana', '#HohnerAnalceto']"
Los Tucanes de Tijuana,1000000,Foto,2024-09-17 20:35:01-06:00,0.001798,1798,26,"Nos vemos este fin de semana

Septiembre 20 📍 National Western Complex de Denver, Colorado
Septiembre 22 📍 Petco Park de San Diego, California",24,0,[]
Los Tucanes de Tijuana,1000000,Video,2024-09-16 10:11:03-06:00,0.001153,1153,13,Dia De La Independencia 🇲🇽 #LosTucanesDeTijuana,6,1,['#LosTucanesDeTijuana']
Los Tucanes de Tijuana,1000000,Video,2024-09-15 19:42:14-06:00,0.000992,992,13,"Gracias por acompañarnos en la @expomexnuevolaredo de Nuevo Laredo, Tamaulipas el Domingo mi Tucaniza! #LosTucanesDeTijuana #TucanesTime",16,2,"['#LosTucanesDeTijuana', '#TucanesTime']"
Los Tucanes de Tijuana,1000000,Video,2024-09-15 01:35:11-06:00,0.005667,5667,32,#YoLasPongo no puede faltar en los grandes eventos!! 🕺🕺Aquí ambientando los descansos de cada Round en la reciente pelea de nuestro gran amigo @canelo  #lostucanesdetijuana,25,2,"['#YoLasPongo', '#lostucanesdetijuana']"
Los Tucanes de Tijuana,1000000,Video,2024-09-14 18:39:02-06:00,0.001683,1683,19,"Una noche llena de Tucanazos en el @smartlivetx de Houston, Texas gracias por seguir haciendo historia con nosotros mi gente! Nos veremos pronto de nuevo! #LosTucanesDeTijuana #TucanesTime",27,2,"['#LosTucanesDeTijuana', '#TucanesTime']"
Los Tucanes de Tijuana,1000000,Video,2024-09-13 19:45:20-06:00,0.001062,1062,18,"Gracias a toda la Tucaniza de San Antonio, Texas por acompañarnos el pasado viernes en el @majesticempire #LosTucanesDeTijuana #TucanesTime",19,2,"['#LosTucanesDeTijuana', '#TucanesTime']"
Los Tucanes de Tijuana,1000000,Video,2024-09-12 19:01:52-06:00,0.005447,5447,74,"3 ANIMALES 🦜🐓🐐 ¡YA DISPONIBLE! 
Y los grandes lo reafirman 🤝🏼

Una más con LOS TUCANES DE TIJUANA  ya disponibles en sucursales y sitios web:
🇲🇽 www.jchats.mx
🇺🇸 www.jchatsbrand.com

 #jchats #jchatsmx #jchatsbrand #Tucanesxjchats #tresanimales #sololosmejores",35,6,"['#jchats', '#jchatsmx', '#jchatsbrand', '#Tucanesxjchats', '#tresanimales', '#sololosmejores']"
Los Tucanes de Tijuana,1000000,Video,2024-09-11 15:00:46-06:00,0.003499,3499,81,"Ya se sabe cuál será la JC que usaré este fin de semana
🦜💥🐓💥🐏

Próximamente en sucursales y sitios web:
🇲🇽 www.jchats.mx
🇺🇸 www.jchatsbrand.com

#jchats #jchatsmx #jchatsbrand #Tucanesxjchats #tresanimales #sololosmejores",30,6,"['#jchats', '#jchatsmx', '#jchatsbrand', '#Tucanesxjchats', '#tresanimales', '#sololosmejores']"
Los Tucanes de Tijuana,1000000,Video,2024-09-10 14:11:53-06:00,0.001339,1339,18,"Muchas gracias a toda nuestra gente de Fresnillo, Zacatecas 🇲🇽 por acompañarnos en La Feria Nacional de Fresnillo! #LosTucanesDeTijuana #TucanesTime",20,2,"['#LosTucanesDeTijuana', '#TucanesTime']"
Los Tucanes de Tijuana,1000000,Carrusel,2024-09-09 20:33:55-06:00,0.004765,4765,28,"Asi fue nuestro domingo en Nuevo Laredo, Tamaulipas en el Palenque de la @expomexnuevolaredo #lostucanesdetijuana Mil gracias a toda La Tucaniza de Nuevo Laredo, Tamaulipas! Más de 3 Horas de Tucanazos! 🕺🕺",32,1,['#lostucanesdetijuana']
Los Tucanes de Tijuana,1000000,Video,2024-09-08 23:52:42-06:00,0.003927,3927,29,@lostucanesdetijuana  complaciendo su gente en Huston TX,7,0,[]
Los Tucanes de Tijuana,1000000,Video,2024-09-08 20:12:41-06:00,0.001543,1543,18,"Gracias Mi Tucaniza de SugarLand, Texas nos vemos hasta la próxima! #lachona",12,1,['#lachona']
Los Tucanes de Tijuana,1000000,Carrusel,2024-09-08 18:11:58-06:00,0.003106,3106,23,"Asi fue nuestro sábado de esta semana en Houston, Texas en el @smartlivetx en Sugar Land, Texas! Una noche mágica y llena de Tucanazos! Arriba La Tucaniza! 🙏🕺",28,0,[]
Los Tucanes de Tijuana,1000000,Video,2024-09-08 12:20:54-06:00,0.00086,860,8,🚨AVISO🚨BOLETOS SE ESTÁN AGOTANDO PARA FIESTAS PATRIAS 2024🇲🇽‼️ VIERNES 20 DE SEPTIEMBRE ‼️ evento para todas las edades‼️ juntos por primera vez  #envivo  @lostucanesdetijuana  @petrolerosdb  @titotorbellinojr_1  @tonyaguirreoficial @enigmanorteno ‼️LOS PRIMEROS 1000 BOLETOS $62.00‼️ #boletos solo en www.AdixionMusic.com y mas informacion: 720-485-8182‼️,41,2,"['#envivo', '#boletos']"
Bobby Pulido,162000,Carrusel,2024-09-07 20:54:49-06:00,0.004067901234567901,659,10,"Voy desvelado 🎶🤠 @bobbypulido425 en el escenario principal de @festivalarre 
.
#ARRE2024 #BandamaxEnArre 
.
.
#Festival #musica #regional",18,5,"['#ARRE2024', '#BandamaxEnArre', '#Festival', '#musica', '#regional']"
Bobby Pulido,162000,Video,2024-09-07 09:01:09-06:00,0.006487654320987655,1051,58,"I’m humbled and grateful to have been honored with a proclamation in Phoenix, Arizona, naming September 6th as Bobby Pulido Day.",21,0,[]
Bobby Pulido,162000,Video,2024-08-30 17:16:56-06:00,-6.172839506172839e-06,-1,18,"Con esta rola todas las muchachas se animan a bailar!! 🔥💯

#LosRojos #BobbyPulido #OjalaTeAnimes",14,3,"['#LosRojos', '#BobbyPulido', '#OjalaTeAnimes']"
Bobby Pulido,162000,Video,2024-08-22 20:02:42-06:00,0.005771604938271605,935,32,"YA DISPONIBLE!! 🔥💯
“Ojalá Y Te Animes” - Los Rojos & Bobby Pulido 

#LosRojos #BobbyPulido #OjalaYTeAnimes",16,3,"['#LosRojos', '#BobbyPulido', '#OjalaYTeAnimes']"
Bobby Pulido,162000,Carrusel,2024-08-21 18:59:23-06:00,0.013709876543209876,2221,23,"Hace 12 años, cuando participé en @miraquienbaila conocí a una persona que hoy considero mi hermano, @henrysantos Anoche tuve la oportunidad de ir a ver el concierto de @aventura en Monterrey, Nuevo León donde Henry forma parte de este legendario cuarteto, y fue un increíble show!! Vayan a ver la gira de #cerrandociclos no se van a arrepentir!! Gracias por la invitación Henry!! Gusto en verte también Gigi!!",68,1,['#cerrandociclos']
Bobby Pulido,162000,Video,2024-08-19 19:30:44-06:00,0.0020185185185185184,327,16,"Escucha ya en tu plataforma favorita #medleybobbypulido Disponible ahora con nuestro querido @bobbypulido425 #ZumbaleCanelo 🕺🔥💃

Dale Play 🎧 https://fonovisa.lnk.to/medleybobbypulido 🤠",20,2,"['#medleybobbypulido', '#ZumbaleCanelo']"
